link,price,rooms,area_m2,land_area_sot,floor,has_document,address,avtodayanacaq,balkon,duzelme,esyali,hovuz,internet,isiq,kabel_tv,kombi,kondisioner,lift,merkezi_qizdirici_sistem,metbex_mebeli,pvc_pencere,qaz,su,telefon,temirli,temirsiz
https://arenda.az/satilir-4-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bineqedi-rayonu-greenville-residence-1,60000,4,166,,6,Yes,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-montin-qes-n-nerimanov-rayonu-eliyar-eliyev-kucesi-1,205000,3,70,,1,Yes,"Bakı, Nərimanov, Montin qəs., metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-abbas-fetullayev-kucesi-28,160000,3,75,,7,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-28-may-metrosu-serq-bazarinin-yaxinligi-62,215000,2,50,,4,Yes,"Bakı, Nərimanov, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-suraxani-rayonu-qaracuxur-qes-e-mehbaliyev-kucesi,165000,3,75,,3,Yes,"Bakı, Suraxanı, Qaraçuxur qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-bineqedi-rayonu-dernegul-metrosu-7-ci-mikrorayon-abay-kunabayev,175000,3,72,,1,Yes,"Bakı, Binəqədi, 7-ci mikrorayon, metro Dərnəgül",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nerimanov-rayonu-genclik-metrosu-nesibbey-yusifbeyli-kc,240000,3,90,,2,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-st-sumqayit-rayonu-bagca-seher-yasayis-kompleksi,24500,2,74,,7,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-st-sumqayit-rayonu-sumqayit-bagca-seher-yasayis-kompleksinde-6,24500,2,74,,12,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-xetai-metrosu-xatai-metrosunun-yaxinliginda-h-aliyev-liseyinin-yani,248000,3,85,,6,Yes,"Bakı, Xətai, metro Xətai",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-ismayil-hidayetzade-8,355000,3,122,,9,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-1-ci-mikrorayon-rayonu-cefer-cabbarli-kucesi,110000,2,80,,2,Yes,"Sumqayıt, 1-ci mikrorayon",Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-sumqayit-bulvari-rayonu-sumqayit-bagca-seher-yasayis-kompleksinde-12,24500,2,74,,7,Yes,"Sumqayıt, Sumqayıt Bulvarı",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-544,275000,4,,3.5,1,Yes,"Bakı, Xəzər, Mərdəkan",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-6-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-67,250000,6,,7,2,Yes,"Bakı, Xəzər, Mərdəkan",No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-nerimanov-rayonu-genclik-metrosu-hesen-eliyev-29,159000,2,47,,3,Yes,"Bakı, Nərimanov, metro Gənclik",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-montin-qes-baki-seheri-n-nerimanov-rayonu-eliyar-eliyev-kucesi-2,205000,3,70,,1,Yes,"Bakı, Nərimanov, Montin qəs., metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-31,72240,3,71,,7,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-merdekan-merdekan-217,220000,5,,4.5,2,Yes,"Bakı, Xəzər, Mərdəkan",No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-xetai-metrosu-hesen-salmani-kuc-23,295000,3,94,,18,Yes,"Bakı, Xətai, metro Xətai",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-yeni-yasamal-qes-esed-ehmedov-kucesi-107,245000,3,115,,16,Yes,"Bakı, Yasamal, Yeni Yasamal qəs.",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-4-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-kohne-gunesli-qes-semedbey-mehmandarov-1,195000,4,100,,3,Yes,"Bakı, Xətai, Köhnə Günəşli qəs., metro Həzi Aslanov",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
https://arenda.az/satilir-3-otaqli-yeni-tikili-qaradag-rayonu-lokbatan-qes-lokbatan-qes-3,208000,3,115,,14,No,"Bakı, Qaradağ, Lökbatan qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-m-e-resulzade-kucesi-179,130000,2,83,,8,Yes,Xırdalan,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-xirdalan-4059,129900,2,70,,15,No,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-xetai-ray-gence-pr-hezi-aslanov-m-1,233000,3,90,,19,Yes,"Bakı, Xətai, metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-yasamal-rayonu-asan-xidmetin-arxasi-15,57567,3,55.46,,12,No,"Bakı, Yasamal",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-3-otaqli-heyet-evi-villa-sebail-rayonu-badamdar-qes-badamdar-qesebesi-3-cu-massiv-1,235000,3,115,3.5,1,Yes,"Bakı, Səbail, Badamdar qəs.",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-mehemmed-xitabani-kucesi,23000,2,61,,15,No,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-gence-prospekti-173,172000,2,55,,18,Yes,"Bakı, Xətai, Əhmədli, metro Həzi Aslanov",No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-viktoriya-yasayis-kompleksi-16,75000,3,106,,13,No,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nesimi-rayonu-genclik-metrosu-baki-saglamliq-merkezinin-yaxinligi-9,230000,2,59,,19,Yes,"Bakı, Nəsimi, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-12-ci-mikrorayon-rayonu-sumqayit-seheri,52000,2,44,,1,No,"Sumqayıt, 12-ci mikrorayon",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xirdalan-m-e-resulzade-kucesi-99,200000,3,117,,5,Yes,Xırdalan,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-ss-hall-yaxinligi-3,210000,2,54,,3,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-hesen-eliyev-82,370000,3,155,,11,No,"Bakı, Nəsimi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xezer-rayonu-merdekan-merdekan-qes-46,225000,4,140,4,1,Yes,"Bakı, Xəzər, Mərdəkan",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-heyder-eliyev-prospekti-24,225000,3,75,,3,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-ss-hall-yaxinligi-4,175000,2,55,,2,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-st-sumqayit-rayonu-sumqayit-bagca-seher-yasayis-kompleksi-4,32000,2,48,,2,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nizami-rayonu-neftciler-metrosu-8-ci-kilometr-elsen-suleymanov-kucesi-55,259000,3,102,,3,Yes,"Bakı, Nizami, 8-ci kilometr, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xirdalan-3-nomreli-mektebin-yaxinliginda,99000,3,61,,6,No,Xırdalan,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-1-otaqli-yeni-tikili-xirdalan-heyder-eliyev-pr-22,80000,1,40,,4,Yes,Xırdalan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-xetai-rayonu-40,210000,3,108,,6,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No
https://arenda.az/satilir-5-otaqli-heyet-evi-villa-samaxi-samaxi-salman-mumtaz-29-1,122000,5,217.4,4.1,2,Yes,Şamaxı,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-bineqedi-rayonu-nesimi-metrosu-6-ci-mikrorayon-6-mikroryon,580000,4,215,,4,Yes,"Bakı, Binəqədi, 6-cı mikrorayon, metro Nəsimi",Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-mehemedli-kendi,67000,2,48,2,1,Yes,"Bakı, Abşeron, Məhəmmədli",No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-azer-manafov-43,210000,2,72,,12,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-lutfzade,230000,3,82,,4,Yes,"Bakı, Xətai, metro Əhmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-rahat-nefes-yasayis-kompleksi-51,65000,2,65,,8,No,"Bakı, Abşeron, Masazır",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qes-yeni-baki-yasayis-kompleksi-3,82000,2,40,,5,Yes,"Bakı, Abşeron, Masazır",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-neapol-kucesi-47,115000,2,40,,4,Yes,"Bakı, Xətai, metro Əhmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-8-noyabr-metrosu-yasamal-ray-sefayet-mehdiyev-kuc-8-noyabr-m,234000,2,65,,22,Yes,"Bakı, Yasamal, metro 8 Noyabr",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-memar-ecemi-metrosu-cavadxan-84,285000,3,110,,6,Yes,"Bakı, Nəsimi, metro Memar Əcəmi",No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-serifzade-kucesi-209,372000,3,135,,11,Yes,"Bakı, Yasamal, metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-tebriz-kucesi-126,350000,3,120,,4,No,"Bakı, Nərimanov, metro Gənclik",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-yasamal-ray-dadas-bunyadzade-kuc-insaatcilar-m-2,180000,2,75,,4,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-xirdalan-xirdalan-61,125000,3,85,,5,Yes,Xırdalan,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-yasamal-rayonu-asan-xidmetin-arxasi-14,50598,3,49.9,,8,Yes,"Bakı, Yasamal",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nizami-rayonu-qara-qarayev-metrosu-8-ci-kilometr-qara-qarayev-metrosu-yaxinligi-1,198500,3,70,,5,Yes,"Bakı, Nizami, 8-ci kilometr, metro Qara Qarayev",No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-gulustan-kucesi,165000,2,60,,6,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-arif-haciyev-1,240000,3,89,,17,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-5-otaqli-heyet-evi-villa-xezer-rayonu-suvelan-guney-azerbaycan-kuc,336000,5,171,7,1,Yes,"Bakı, Xəzər, Şüvəlan",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-13-cu-mikrorayon-rayonu-kerim-veliyev-kucesi,117200,2,54,,5,Yes,"Sumqayıt, 13-cü mikrorayon",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-34,57390,3,56,,6,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-heyder-parkinin-yaninda-5,128000,2,65,,9,Yes,Xırdalan,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-437,100000,3,86,,5,Yes,"Bakı, Abşeron, Masazır",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-sabuncu-rayonu-neftciler-metrosu-bakixanov-qes-bakixanov-qes-11,155000,2,54,,6,Yes,"Bakı, Sabunçu, Bakıxanov qəs., metro Neftçilər",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
https://arenda.az/satilir-1-otaqli-kohne-tikili-sebail-rayonu-iceriseher-metrosu-niyazi-kuc-2,21000,1,8,,1,Yes,"Bakı, Səbail, metro İçərişəhər",No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nesimi-rayonu-genclik-metrosu-m-senani,340000,2,97,,7,Yes,"Bakı, Nəsimi, metro Gənclik",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-13-cu-mikrorayon-rayonu-kerim-axundov-kucesi,119500,3,94,,1,Yes,"Sumqayıt, 13-cü mikrorayon",No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No
https://arenda.az/satilir-1-otaqli-kohne-tikili-sabuncu-rayonu-bakixanov-qes-bakixanov-qesebesi-sulh-kucesi,115000,1,45,,1,Yes,"Bakı, Sabunçu, Bakıxanov qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-asan-xidmetin-arxasi-7,51348,3,50,,13,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-1-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-xetai-ray-xudu-memmedov-kuc,120000,1,32,,5,Yes,"Bakı, Xətai, Əhmədli, metro Həzi Aslanov",No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yeni-yasamal-qes-yasamal-rayonu-yeni-yasamal-qesebesi-mehemmed-xiyabani-kucesi-qismet-sadliq-sarayi-yaxinligi,140000,2,57,,14,Yes,"Bakı, Yasamal, Yeni Yasamal qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-bineqedi-rayonu-memar-ecemi-metrosu-9-cu-mikrorayon-mir-celal-57,180000,2,70,,7,Yes,"Bakı, Binəqədi, 9-cu mikrorayon, metro Memar Əcəmi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-genclik-m-6,390000,3,120,,12,Yes,"Bakı, Nərimanov, metro Gənclik",Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-2215,82000,2,57,,5,No,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
https://arenda.az/satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-285,160000,5,180,2.5,2,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-qesebesi-926,126000,3,86,,7,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-azadliq-metrosu-6-ci-mikrorayon-mesud-davudoglu-kucesi-2,248000,3,105,,2,Yes,"Bakı, Binəqədi, 6-cı mikrorayon, metro Azadlıq",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-kohne-tikili-bineqedi-rayonu-azadliq-metrosu-8-ci-mikrorayon-azadliq-prospekti-27,295000,4,110,,6,Yes,"Bakı, Binəqədi, 8-ci mikrorayon, metro Azadlıq",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-xirdalan-kohne-bazarin-yaxinliginda,145000,3,100,,2,Yes,Xırdalan,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-eliaga-vahid-143,65000,2,42,,1,No,"Bakı, Abşeron, Masazır",Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-e-ehmedov-4,276000,3,140,,7,Yes,"Bakı, Yasamal",No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nerimanov-rayonu-heyder-eliyev-prospekti-12,213000,2,79,,10,Yes,"Bakı, Nərimanov",No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-yasamal-qes-yasamal-hesen-bey-zerdabi-melissa-park,185000,2,55,,14,Yes,"Bakı, Yasamal, Yasamal qəs., metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-bileceri-green-ville-residence,290000,3,122,,3,Yes,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-bineqedi-rayonu-nesimi-metrosu-6-ci-mikrorayon-varovski-daxili-qosunlarin-yani,288000,3,100,,12,Yes,"Bakı, Binəqədi, 6-cı mikrorayon, metro Nəsimi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-saray-saray-baglar-yawayiw-massivi-2,117000,4,268,5,2,Yes,"Bakı, Abşeron, Saray",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nesimi-rayonu-memar-ecemi-metrosu-3-cu-mikrorayon-eldar-babayev-kuc,105500,2,44.9,,14,Yes,"Bakı, Nəsimi, 3-cü mikrorayon, metro Memar Əcəmi",Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
