price,rooms,area_m2,floor,has_document,address,avtodayanacaq,balkon,duzelme,esyali,hovuz,internet,isiq,kabel_tv,kombi,kondisioner,lift,merkezi_qizdirici_sistem,metbex_mebeli,pvc_pencere,qaz,su,telefon,temirli
362000,3.0,140.0,7.0,Yes,"Bakı, Nəsimi, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
533000,4.0,205.0,8.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes
230000,2.0,55.0,3.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
255000,3.0,110.0,5.0,Yes,"Bakı, Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
355000,3.0,110.0,4.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
230000,3.0,120.0,9.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
295000,5.0,120.0,3.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
580000,4.0,180.0,6.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes
210000,2.0,54.0,2.0,Yes,"Bakı, Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
230000,2.0,60.0,8.0,Yes,"Bakı, Binəqədi, metro Dərnəgül",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
329000,3.0,120.0,11.0,Yes,"Bakı, Xətai, metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
168000,2.0,60.0,5.0,Yes,"Bakı, Nəsimi, metro Nəsimi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
308000,3.0,114.0,10.0,Yes,"Bakı, Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
480000,4.0,135.0,5.0,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
330000,3.0,95.0,11.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
173000,2.0,53.39,2.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
225000,3.0,70.0,2.0,Yes,"Bakı, Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
290000,2.0,85.0,10.0,Yes,"Bakı, Nərimanov, metro 28 May",No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
480000,4.0,175.0,5.0,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
290000,2.0,68.0,3.0,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
428000,4.0,238.0,2.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
350000,3.0,143.0,7.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
275000,3.0,75.0,3.0,Yes,"Bakı, Nəsimi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
230000,2.0,60.0,3.0,Yes,"Bakı, Nərimanov, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
139000,2.0,70.0,4.0,Yes,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
156000,2.0,65.0,8.0,Yes,"Bakı, Yasamal, Yeni Yasamal qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
430000,4.0,180.0,17.0,Yes,"Bakı, Nərimanov, metro 28 May",Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
290000,3.0,80.0,1.0,Yes,"Bakı, Səbail",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
300000,3.0,100.0,2.0,Yes,"Bakı, Yasamal",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
245000,3.0,90.0,6.0,Yes,"Bakı, Nəsimi, metro Memar Əcəmi",Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
170000,3.0,70.0,1.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
260000,3.0,70.0,3.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
220000,3.0,85.0,8.0,Yes,"Bakı, Nəsimi, metro 8 Noyabr",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
290000,2.0,92.0,7.0,Yes,"Bakı, Nəsimi, metro 28 May",No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes
88000,1.0,20.0,2.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
164000,2.0,55.0,4.0,Yes,"Bakı, Binəqədi, metro Azadlıq",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
88000,2.0,30.0,1.0,Yes,"Bakı, Nəsimi",Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
330000,3.0,104.0,5.0,No,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
235000,2.0,73.0,11.0,Yes,"Bakı, Nəsimi, metro Gənclik",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
137000,2.0,66.0,7.0,Yes,"Bakı, Binəqədi, metro Avtovağzal",No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes
257500,2.0,78.0,5.0,No,"Bakı, Nərimanov, metro 28 May",Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No
257500,2.0,78.0,5.0,No,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
215000,2.0,73.0,14.0,No,"Bakı, Nərimanov, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
185000,2.0,55.0,3.0,Yes,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
205000,2.0,83.0,15.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
249000,3.0,90.0,8.0,Yes,"Bakı, Binəqədi, metro Azadlıq",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
252000,2.0,105.0,3.0,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
360000,4.0,175.0,8.0,Yes,"Bakı, Nəsimi, metro Memar Əcəmi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
300000,3.0,107.0,10.0,Yes,"Bakı, Nərimanov, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
350000,3.0,108.0,7.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
320000,3.0,100.0,8.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
320000,3.0,93.0,14.0,No,"Bakı, Nərimanov, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
353000,3.0,118.0,4.0,No,"Bakı, Nərimanov, metro Gənclik",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
235000,3.0,90.0,5.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
235000,3.0,70.0,3.0,Yes,"Bakı, Yasamal, metro İçərişəhər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
144000,3.0,110.0,2.0,Yes,"Bakı, Abşeron",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
285000,2.0,98.0,6.0,No,"Bakı, Nərimanov, metro 28 May",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
353000,3.0,118.0,4.0,No,"Bakı, Nəsimi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
370000,3.0,154.0,11.0,No,"Bakı, Nəsimi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
280000,2.0,67.0,2.0,Yes,"Bakı, Xətai",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
230000,3.0,85.0,2.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
400000,4.0,160.0,4.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
200000,2.0,50.0,5.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
169000,2.0,55.0,2.0,Yes,"Bakı, Xətai",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
172000,2.0,55.0,3.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
230000,2.0,88.0,3.0,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
105000,1.0,40.0,2.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
280000,2.0,71.0,2.0,Yes,"Bakı, Nəsimi, metro 28 May",Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No
460000,3.0,160.0,16.0,Yes,"Bakı, Nəsimi, metro Gənclik",Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
560000,4.0,165.0,4.0,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
370000,3.0,154.0,11.0,No,"Bakı, Nəsimi, metro Gənclik",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
330000,3.0,90.0,4.0,Yes,"Bakı, Nəsimi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
185000,2.0,50.0,2.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
560000,3.0,145.0,9.0,Yes,"Bakı, Nərimanov, metro Gənclik",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
235000,2.0,74.0,13.0,Yes,"Bakı, Binəqədi, metro Azadlıq",No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
130000,2.0,78.5,17.0,Yes,"Bakı, Xətai",Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes
126000,3.0,103.0,13.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
185000,3.0,80.0,2.0,Yes,"Bakı, Xətai, H.Aslanov qəs.",Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
94000,1.0,69.0,13.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
105000,3.0,73.0,4.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
49500,2.0,72.8,10.0,Yes,"Sumqayıt, Sumqayıt Bulvarı",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
137000,2.0,40.0,5.0,Yes,"Bakı, Yasamal",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
134000,3.0,60.0,4.0,Yes,"Bakı, Suraxanı",Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10000,2.0,50.0,1.0,Yes,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
97000,2.0,73.0,13.0,No,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
80000,3.0,60.0,1.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
115000,2.0,46.0,1.0,Yes,Xırdalan,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
155000,3.0,60.0,1.0,Yes,"Bakı, Xətai, metro Həzi Aslanov",No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
143000,3.0,75.0,6.0,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
158800,2.0,50.0,14.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
126000,2.0,53.0,9.0,Yes,"Bakı, Xətai, Əhmədli",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
283000,3.0,120.0,6.0,Yes,"Bakı, Xətai, metro Həzi Aslanov",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
92000,2.0,70.0,2.0,Yes,Xırdalan,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
139000,2.0,50.3,9.0,Yes,"Bakı, Xətai, metro Həzi Aslanov",No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No
140000,2.0,77.0,11.0,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
640000,3.0,179.0,4.0,Yes,"Bakı, Nəsimi",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
288900,4.0,165.0,12.0,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
239000,3.0,125.0,19.0,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
90000,2.0,45.0,3.0,Yes,Xırdalan,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes
220000,3.0,140.0,2.0,Yes,Xırdalan,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
85000,2.0,48.0,14.0,Yes,Xırdalan,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
170000,2.0,95.0,5.0,Yes,Xırdalan,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
85000,2.0,62.0,10.0,No,Xırdalan,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
85000,2.0,62.0,7.0,No,Xırdalan,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
78000,2.0,56.0,4.0,No,Xırdalan,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
90000,2.0,58.0,1.0,Yes,Xırdalan,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
89900,3.0,108.0,15.0,No,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
179000,3.0,92.0,10.0,Yes,"Bakı, Sabunçu, Bakıxanov qəs.",Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
218000,3.0,105.0,12.0,Yes,"Bakı, Xətai, metro Əhmədli",Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
179000,3.0,82.0,4.0,Yes,"Bakı, Yasamal, Yeni Yasamal qəs.",Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
168000,2.0,70.0,5.0,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
65000,3.0,76.0,5.0,Yes,Xırdalan,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes
144000,3.0,88.0,13.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
185000,2.0,70.0,13.0,Yes,"Bakı, Yasamal, Yeni Yasamal qəs.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
165000,2.0,49.0,10.0,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
236000,2.0,65.0,2.0,Yes,"Bakı, Xətai, metro Xətai",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
230000,2.0,80.0,15.0,Yes,"Bakı, Xətai, metro Xətai",No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
85000,3.0,75.0,9.0,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
210000,2.0,68.0,8.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
76000,2.0,55.0,1.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
76000,3.0,54.0,4.0,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
215000,3.0,110.0,15.0,Yes,"Bakı, Nizami, metro Xalqlar dostluğu",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
89500,3.0,92.0,8.0,Yes,"Sumqayıt, Sumqayıt Bulvarı",Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes
215000,2.0,55.0,17.0,Yes,"Bakı, Nəsimi",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
203000,2.0,71.0,12.0,No,"Bakı, Nizami, metro Neftçilər",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
77000,2.0,53.0,5.0,No,"Bakı, Abşeron, Masazır",Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes
24000,2.0,74.0,14.0,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
185000,2.0,87.0,4.0,Yes,"Bakı, Nizami, metro Xalqlar dostluğu",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
169000,2.0,42.0,11.0,No,"Bakı, Nizami, metro Qara Qarayev",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
290000,3.0,125.0,11.0,Yes,"Bakı, Nəsimi, 3-cü mikrorayon, metro 8 Noyabr",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
150000,3.0,110.0,16.0,Yes,"Bakı, Xətai, metro Əhmədli",Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
290000,3.0,80.0,11.0,Yes,"Bakı, Binəqədi, 7-ci mikrorayon",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
185000,2.0,61.0,4.0,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
82000,2.0,57.0,5.0,No,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
134000,2.0,70.0,4.0,Yes,"Bakı, Xətai, Köhnə Günəşli qəs., metro Əhmədli",No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
180000,2.0,52.0,5.0,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
163000,2.0,57.0,14.0,No,"Bakı, Nizami, metro Neftçilər",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
103000,3.0,1.0,5.0,Yes,"Bakı, Qaradağ, Sahil qəs.",No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
155000,4.0,103.0,6.0,Yes,Xırdalan,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
163400,3.0,108.0,18.0,Yes,"Bakı, Nərimanov",Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes
125000,2.0,50.0,1.0,No,"Bakı, Sabunçu, Bakıxanov qəs.",No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
150000,3.0,70.0,6.0,Yes,"Bakı, Binəqədi, metro Avtovağzal",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
240000,4.0,100.0,3.0,Yes,"Bakı, Sabunçu, Bakıxanov qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
230000,2.0,80.0,4.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
150000,3.0,63.0,2.0,Yes,"Bakı, Xətai, metro Həzi Aslanov",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
345000,3.0,103.0,14.0,Yes,"Bakı, Yasamal, Yasamal qəs., metro Elmlər akademiyası",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
270000,2.0,90.0,17.0,Yes,"Bakı, Nəsimi, metro 28 May",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
335000,3.0,105.0,3.0,Yes,"Bakı, Xətai, Əhmədli, metro Həzi Aslanov",No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
135000,3.0,77.0,6.0,Yes,"Bakı, Suraxanı, Hövsan qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
210000,4.0,100.0,9.0,Yes,"Bakı, Binəqədi, 9-cu mikrorayon, metro Memar Əcəmi",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
77000,2.0,58.84,6.0,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes
